original_sentence,nearest_neighbor,cosine_similarity
"ઇંડા:ઇંડામાં વિટામિન, ખનિજો, એન્ટિ-ઓક્સિડેન્ટ્સ અને ખાસ કરીને ચોલીન સમૃદ્ધ છે.",પછી ખેડૂતો ઉમળકાભેર રહેતા હતા અને સમૃદ્ધ હતા.,0.1153
ખાસ કરીને નવસારીની એક સાયન્સ કોલેજમાં વિદ્યાર્થીઓ પાસે બે ટર્મની ફી માંગવામાં આવતી હોવાની ફરિયાદ યુનિર્વિસટી સુધી પહોંચી જતાં એડમિશન કમિટીએ હરકતમાં આવી ગઇ હતી.,"નવી પ્રવેશ પ્રક્રિયા સાથે જ કેટલાક આચાર્ય અને કોલેજના સ્ટાફકર્મીઓને પ્રક્રિયાને લઇને તાલીમ પણ આપવામાં આવી હતી, તેમ છતાં હવે પ્રવેશની શરૃઆત સાથે કોલેજમાં બે ટર્મની ફી માંગવામાં આવી હોવાનો વિવાદ ઊભો થયો છે.",0.2574
"તબ્બૂએ ફિલ્મને લઈને કહ્યું કે, ‘મેં એવું સાંભળ્યું છે કે મારી ફિલ્મ જોયા બાદ કેટલાક લોકો મારાથી ડરવા લાગ્યા છે.",તે કેટલાક લોકો માટે જોયા છે.,0.3051
બીજીબાજુએ સુરતની પણ કેટલીક કોલેજોમાં આ પ્રકારે બે ટર્મની ફી ઉઘરાવાઇ હોવાની વાત વ્હેતી થઇ હતી.,ખાસ કરીને નવસારીની એક સાયન્સ કોલેજમાં વિદ્યાર્થીઓ પાસે બે ટર્મની ફી માંગવામાં આવતી હોવાની ફરિયાદ યુનિર્વિસટી સુધી પહોંચી જતાં એડમિશન કમિટીએ હરકતમાં આવી ગઇ હતી.,0.2117
"પ્લાસ્ટિક વાયરસ, મેટલ વાયર, અને બોલ્ટ (તે ક્રમમાં) ને 2 બહાર નીકળેલી પિત્તળ ટી-બોલ્ટ્સને ફ્લોરથી ચુસ્ત બનાવવા માટે ઉમેરો.",2 મિલિયન ટન પ્લાસ્ટિક વેસ્ટ પ્રોડ્યુસ થાય છે.,0.1208
આસો માસનાં નવ નોરતાંની સમાપ્તિના બીજા દિવસે ઉજવાતો આ તહેવાર વર્ષાઋતુની સમાપ્તિનો પણ સૂચક છે.,આ સમયગાળાની સમાપ્તિના બે દિવસ પહેલા તેઓ આગળનો નિર્ણય લેશે.,0.1775
૨૦૨૦ના પ્રથમ ત્રણ મહિનામાં ઝાડા ઊલ્ટીના કેસની ગણતરી સરકારી હોસ્પિટલોમાં ઘણી ઓછી થઈ છે.,"જોકે, ગુજરાતમાં સરકારી હોસ્પિટલોમાં નવજાત શિશુઓના મોતનો આંકડો પણ ઘણો મોટો છે.",0.1525
જે અંતર્ગત હવે રાજ્યના કોઇ પણ આરટીઓ કચેરીમાં ડ્રાયવિંગ લાયસન્સ રિન્યુ કરાવી શકાશે.,જે અંતર્ગત આજે,0.2376
જેની સામે ૨૦૨૦માં કમળાના માત્ર ૬૬૪ કેસ નોંધાયા હતા.,૨૦૧૯ના વર્ષમાં કમળાના ૨૯૨૨ કેસ નોંધાયા હતા.,0.3829
જ્યારે ટાઈફોઈડના ૫૨૬૭ કેસ સામે ૨૦૨૦માં ૧૩૩૮ કેસ નોંધાયા હતા.,જેની સામે ૨૦૨૦માં કમળાના માત્ર ૬૬૪ કેસ નોંધાયા હતા.,0.3261
"આશ્ચર્યજનક બાબત એ છે કે, ૨૦૨૦ના સમગ્ર વર્ષ દરમ્યાન કોલેરાનો એકપણ કેસ નોંધાયો નથી.",તેમણે કહ્યું પરેશાન કરનારી બાબત એ છે કે પોલીસે મહિલાની રક્ષા માટે કોઈ કાર્યવાહી કરી નથી.,0.1594
મ્યુનિ.,મ્યુનિ.,1.0000
તમારા વોર્ડનું રિઝલ્ટ જોવા અહીં નીચે સ્ક્રોલ કરતા જાવ.,"જો તમારું એડમિન પેનલ ખુલ્લું છે, તો તે જગ્યા શોધવા માટે સ્ક્રોલ કરો જ્યાં તે તમારા Facebook પૃષ્ઠ પર 'એક કવર ઉમેરો' કહે છે.",0.1584
એ કદિ નવરા થાય જ નહિ.,ફરી એ જ અદાલત અને એ જ જજ,0.1662
મ્યુનિ.,મ્યુનિ.,1.0000
કોર્પાેરેશનના પાણી ૧૦૦ ટકા શુદ્ધ થયા નથી.,લહાનદભાસ ગામમાં ૧૦૦ ટકા આદિવાસી લોકો વસે છે.,0.1944
તેમ તેમણે વધુમાં જણાવ્યું હતું.,એમ પણ જણાવ્યું હતું.,0.3919
આંખો ની નીચે થઇ આવતા કાળા કુંડાળા એટલે ડાર્ક સર્કલ.,"સ્ટ્રેસ, અપૂરતી ઊંઘ, પાણી ની ઘટ્ટ, હાલ ની અવ્યસ્થિત જીવનશૈલી, જેનેરિક થી લગતી સમસ્યાઓ ને લીધે આ કાળા કુંડાળા જોવા મળતા હોય છે.",0.2311
આ માત્ર સ્ત્રીઓ એ ને જ નહીં પરંતુ પુરુષો માટે પણ આ એક મોટી સમસ્યા બની ગઈ છે.,પરંતુ હજુ પણ ગરીબ વિદ્યાર્થીઓ માટે સૌથી મોટી સમસ્યા સ્માર્ટફોન છે.,0.2956
પાટણ બનાસકાંઠા વિભાગની જવાબદારી સંભાળતા ધવલભાઇ જાેશીએ કહ્યું હતું કે જિલ્લામાં બે દિવસમાં ૪૦૦ થી વધુ લોકોનું મેડિકલ સ્કેનિંગ કરવામાં આવ્યું છે.,બનાસકાંઠા જિલ્લામાં વરસાદ ખેંચાતા ખેડૂતોનો પાક નિષ્ફળ,0.1420
